timestamp,experiment,n_features,test_mae,test_rmse,test_r2
2026-04-21 16:39:35,WITH_BEHAVIORAL,14,2.8822032866773126,4.633591903569754,0.759320530328438
2026-04-21 16:39:35,WITHOUT_BEHAVIORAL,9,3.098451966209293,4.974383504279937,0.7226156131515373
2026-04-21 16:48:40,WITH_BEHAVIORAL,23,0.5509852372373552,1.3287010637320709,0.9802094415817724
2026-04-21 16:48:40,WITHOUT_BEHAVIORAL,19,0.5460810378746662,1.2836198519392839,0.9815295986105274
